Before (MED),,4467591.00,9408590.90,1041952.49,586637.25,27524154.45,434290.00,13565.00,118799.50,337672.13,2127276.00,92788.00,301881.00,524804.00,738698.25,14210.00,8941.00,616741.25,89883.75,3791741.29,1137635.20,267361.20,1738766.25,2184135.75,2772349.25,1354625.00,769212.50,13538135.76,590713.88,466095.75,4956979.25,20429.00,43394.50,15973277.06,5106280.07,8716500.94,59447.00,764400.00,20822612.93,114297.75,103864.00,208125.75,10237690.27,618388.00,306713.88,9281721.40,16684580.77,43049.25,38074.25,331840.25,44925.25,8059748.50,53014.38,3262554.75,3558012.03,7337115.42,2016076.22,52947.00,752093.75,498834.00,19381994.27,7421.25,5446.50,10743685.05,36663.00,2474207.50,0.00,840687.00,1798553.75,312625.50,67599.50,132478.00,2984.70,2949.00,1051026.50,4224452.63,262419.00,26255.75,598426.25,6301605.10,88711.00,27931.75,102475.50,89884.75,4267131.98,3943640.25,2548810.27,5066364.04,612388.24,939955.75,435244.50,5211156.29,553501.74,2818917.50,1977088.75,28571.00,476880.00,215493.00,620510.00,1443199.25,974360.78,31842971.34,3163125.03,16124154.76,24372.00,78156.75,274952.50,13768172.58,694500.76,3142103.53,14846112.25,120976.00,13304937.12,540941.50,418356.00,12762.25,138143.75,4844063.93,182116.00,431676.99,18335104.00,1450973.50,5637768.25,5115446.25,22358148.99,97168.75,3557201.74,8905131.67,1987449.50,14841010.88,2303730.84,4586185.50,40226.50,2097070.25,3926317.00,101440.50,833301.02,928394.50,24286.50,1535624.78,1173691.49,28857480.89,16812129.09,8242230.00,152528.24,34482.50,0.00,3663351.54,171605.63,1836.50,60990.00,6556.25,914134.75,1399394.74,10512787.10,0.00,92926.00,166054.00,3342180.75,2415988.75,1233026.25,5541922.22,305951.50,813592.00,44572.50,3204775.00,13638193.50,14661.50,1910895.75,10343692.12,1469399.25,58418.50,875210.76,1789437.50,5689486.69,34468.50,21182.25,2077584.00,29290846.81,392935.49,8244.75,1723443.50,208095.25,2672878.25,438984.13,1818817.99,3029932.25,23856616.50,2768564.50,750112.00,37688.75,127000.00,1822701.50,25538303.24,4214572.75,3290401.59,10367003.91,142705.50,25570.50,30824.23,2608966.50
9/15/2016,863328.00,7143925.50,6344842.223,1386598.5,463372,517618022.9,324912,28238,160530,619737,2031400,136620,437343.75,732239.9887,135375,47642.49905,5280,737490,83421,16260950.78,793309,137616,617142,1419338,1909462.5,1294850,1853446.5,10884164,936217.5,211536,3341421,21022,37559,20289876.24,3556705,7104550.3,117526.5,776178,31359121.27,51900,505120,402906,9790940.197,1230672.5,227305,9651894.658,43385901,97812,36058,353607,50179.5,8617920,18758,3671288.063,5758665.771,7308881.837,1534263,260680,813487.5113,599126.0121,33720435.32,37954,4194,6953387.931,19194,2473584,2187.9999,673299,1970250,721602,17568,127165,1980,0,1445977.5,4851375.901,396428,76608.0042,487578,4282487.868,166245.5,9747,108486,26677,10336209.11,5176429.5,4283370.126,2797151.539,922702.5,797745.5,496179,6119063.897,763009.5,3067333,670703,19845.5,135199,147790.5,222511.5,1805215,1093287.5,20160310.72,3373177.936,13193597.79,8001,326586.0079,507032.9867,6274908.128,856802.5268,4026016.5,6789823.862,114242,17603975.67,372480,534040,4841.5,396140.492,3821184,141093.9961,796815.4558,54040112.05,1520184,4481731.885,7125082.5,17882652.8,176214.9968,2925279,10837786.79,3028049,5747775.165,1877175,5376591,1231297,2608155.144,3128680.034,98256,1051300.519,1139475.5,9383.5,1570129.5,1024758.982,31506583.29,22361895.46,7121118,863328,46305.00105,51182.5,2691839.923,209304,1095,4765.5,95091,592896,1290769.018,14429650.26,0,48240,201262.5,1271476,4567978,595374,4320266.877,354855,2068767,291239.9955,3108393.5,34023636,44613,4492544,10238999.7,5853513,50876,3838424.106,1065707.5,5699250,44814,21210,2966194,94729250,308880.004,4613,2488503.961,34968,1300776,877888.0237,730751.9868,3355369.5,43498111.77,2746670.421,679926,23698,200625,1904634,48713330.99,4592699.858,2589048.07,11006877.6,135228,26175,41209.5,3026761.5
9/16/2016,2263980.00,9156836.13,12417031.57,1045975,600642,338678077.5,199287,92334.0022,592087.9891,712330.5,3607539,145008,1685425.457,1199197.982,181192,119309.5024,29610,926889,560763.0104,6701600.096,1792455,305344,6746523,1562619,5493200,482304,2505573,10316112,1960108.5,652355,10608196,83148,400086,25457198.7,5627353.5,19579125.82,100132.5,960000,37912962.77,367582.5085,1042308.5,241045,25158135.41,776376,400415,46456396,30908858.57,72345,262267.5,245451.5,244167,15083334,35866,9848162.584,8302500,10032554,3825702,84564,3091450.085,4223482.087,18926248.36,63936,17066,13485141.5,42547.5,7176040,80157,2913295,2878833,4549600,69977,185230.5,2984.4,0,3363342,9166625.907,2122505,109680,1859676,13976847,97886.5,57770,203145,161143.5,9743664.099,7023198,9243911.728,11149968.16,1173563.522,1487480,4516765.5,18659475.32,598715,6819044,2324974.5,76960,324300,332913,1500579,4092525,763685.0793,62476627.15,6867014,29630594.94,59796,553602,1432087.963,14093285.43,2697885,16605324.29,14184206.06,23413.5,56068158.94,2103189,2732422,3744,273514.9945,10228734.92,862560.024,513712.5143,71303615.07,5380368,12817957.71,7295490,19911958.16,666364.988,11911638.43,15486034.64,3634958.5,12704464.36,5466422.5,10224000,169435,4876155.232,5931870.066,761976,6878118.121,2840778,8253,4263632.1,1895745.333,58751931.52,27466606.56,29584368,3196802,63930.5,35805,2883690.081,288002,1526,91696,31920,4027506,1851406.076,57913814.08,5829.9999,29253.5,55974.6,6025725,4725697,2264840,15327286.43,858585,2082103,653249.9799,7319312,42598608,91020.00185,8605542.45,17497727.75,3195300.5,91935,13969274.38,5975982.5,12435409.25,453433.5,10661,2263980,51761668.88,473119.5062,5958,3505176,260300,4247555,3161050.083,1306250,3408058.5,64133602.68,5043362.855,1661452,104135,288615,4434662.5,41800496.18,10395594.79,9563332.742,26898455.41,447000.5,21577.5,230336,6410330
9/19/2016,1022072.00,4447299.60,5029541.058,1858575.536,419100,87101628.73,244579.5,21240,220765.5,386365,2763025,239337,389334,897064.4862,169650,10136.0002,18260,1214037.5,29931,5409494.962,939135,171794.7,2426870,775417.5,3303820,1090764,1287338,8747473.765,793917.5,503599.5,3633225,32457,143129,16042665.19,3473136,9167455.127,23100,901900,17775450,197616.0046,521230,235696.5,11511415.54,653048,92217,13844638.28,48483102.26,94987.5,63580.5,350710.5,47444,9053846,68493.6,3965471.866,6666674.871,8353800,1816654.452,4830,648970.5177,531075,18535286,0,19686,9498273.092,117348,2265916.5,3700,639650,2018370.114,2273600.5,32450,259644,990,981000,1489806.5,3784806.153,523008,78668.4957,602133,6260531.812,204121.5,56680,153562.5,36679.5,2723560.055,6407150,2781440,3238200.135,312620.0116,1943163,826484,6736649.884,1170719.971,2760060,979160,75240,232410,337270.5,450352.5,1022072,1053156.172,25802114.72,1871559.965,27381096.44,0,206682,276080,17447970.84,673414.0206,3011962.551,7318500,68603.25,20832350,821551.5,795312,1494.5,916123.9812,4769969.822,307965.9914,639146.9646,31618020.17,1623116,6407040,5137027.5,16484496.28,96810,4027428.036,11851119.11,2272200,9042544.743,3316744.417,4283086.5,171674.5,2244815.878,3509680.038,68320,976574.5,1229906,1420,2307375,4115085.067,35116439.44,17691036.79,7968271.5,363399.0087,35440,0,2885660,54772.5,5025.5,61860,170400,7164428,1240122.017,8864894.839,0,120018,231528,2647025,2724138,1804320,6225802.327,300597.5,2004241.5,55760.0017,4538151,20101947.5,0,3162754.917,7066764.898,4007370,131773.5,1359000,3067570,6971827.734,47232.5,33907.5,2087481,35756578,328227.4958,3305,1420320.044,45934,5032366,521707.5,870580,3230028,47133980.75,3325060.096,2197119.5,160200,44451,3384070.5,25162687,2725045.581,2008558.446,7130619.876,172633.5,7788,49419,2318763.5
9/20/2016,1079568.00,4867850.45,6706777.656,780318,850650,160363932.3,423980,0,342250,755336,2015244,91805,368504.9905,818261.0127,1247868,30072,6298.5,1141560,27054.9995,4404743.546,1079568,874620,1197685.5,1262040,4867104,1652376,472800,8155064.324,6726700,1017524,3354366,28863,61096,9498106.389,3860794,8401640.384,39238,652904,20665045.92,25817.9994,70303,245200.5,11201800.62,617024,102704,18286880.3,54209160,0,40200,546390,35505,6267347.5,52552.5,2174623.019,12648616.5,7285168.156,1233050.016,58140,396306.0162,378066.0078,11637891.11,17244.5,3795,13600342.13,83947.5,2645670,0,841861,1480409,380602.25,60876,38553.5,23604,0,1289062.5,3119011.563,360548.95,1836.0001,367495,7496748,62730,0,239022,19629,2562691.5,3510507,4631813.866,2863561.04,417182.5,1350271.5,208320,5655103.597,488019.0119,5529921.5,1223984,38924,25220,508080,552410,1229536,1398089.037,17321250,3933750,14933325,17628,60696.9971,203728,42956730,596046,3288527.944,15945984.13,51833.6,10123694.19,335764,267771,15552,127842,5080829.151,210307.4942,377245.0105,23461487.87,1602290,6117912.449,5030352,24366556.5,82964.9985,3888920.034,10736484.2,1489812,40213468.22,1756806.913,5320835.5,118456,2097410.058,3293395.146,23604,1219445.956,1571402,0,1001534,1752629.972,24302340,23956937.94,5293750,150236.0071,15557.50035,0,2895081,131040,0,29942.5,131150,1258300.5,1622914.956,8956999.838,5800,129958,319291.5,1272662.5,1684439.5,1835745,10063884.86,199857,2354920,67273.49895,2847912,10473807,9800,3061386.918,6230367.819,7612119,14872,1170172.467,4907293.5,3647673,8079,9802,1414033.5,38110214.57,165872.4957,24605,898655.9862,62000,2141046,554053.5144,731797.4868,3342847.5,32864269.4,2016641.942,2572960,7060,49358,2767267,38157025,4071658.541,2286585.876,9758542.714,117117,36462,68636.165,2736330
9/21/2016,1108989.00,5102446.29,13571955.31,1141594.955,641173,126113178.6,412275,6660.0003,334867.4939,341984.25,2168229,48190,350392.4911,941530.4855,785628,0,9657,615755,73170.00135,4572223.011,816223.5,460827.5,4045558,2193988.5,4129814,958080,798120,10323790.14,812348,947298,4760275,7815,49230,14584678.5,5430161,8704537.621,1712776.5,1278375,17898562.5,276063.9872,30418,115255,9194290.341,181685,202635,12068215,48545503.6,96836,136942.5,508374,2399.25,65413228.5,59110,4908798.17,5806891.776,11390152,1934124.025,31828.5,581224.508,477699.51,18042623.83,0,7660,13802206.63,61110.5,2038459.5,0,1347960,1916222.027,1848150,29585.5,56974,22614.75,24825,1085937.5,5085720.051,186871.65,7334,366155,4915499.855,24583.35,43173.5,223905,9828,3474185.965,3651173.5,5445971.316,5932136.082,564319.5,1108989,512298,5985280.102,779145,3872472,1613556,10550,131851.5,378075,317772,1485020.463,853114.5,18002018.69,4764471.091,19229832,14729,45496.0011,362045.0095,11136205.28,715587.5,3318876,10575407.96,97597.5,12287281,510992,302131,56475,117095.9976,10115170,190755.9949,418392,20355497.33,2302105,7872511.698,10112933,38868992.5,38738,3346790.942,12202127.27,2096832,26784558,3497880,5982312,130424,2096730.442,5277450.117,0,1186951.5,1582515,0,1121044.9,1425970,23921654.8,23822434,9306000,239512.0056,13290,51250,3600379,758016,1561,113568,43100,1997285,816960.5,8740511.683,0,92864,75735,1420725,6272180,1247062.5,10844200.15,318082.5,1557293.75,51168.0008,2064496.5,10173217.5,0,1540369.959,7688717.389,5933793,9272,1760122,3963154.5,6782850.135,366366,2239.5,1283302.5,39336402,156538.0021,19386.5,1307523.02,95182.5,4704735,436519,1249481.478,2414988,32593270.55,13230611.62,1518080,181660.5,72009,2947944,30467497.18,4133524.5,3610711.5,16330528.14,155958,38702.5,7131.5,3696864
9/22/2016,1095380.51,5264532.97,14030232.5,1555299,386351.55,76193269.99,480912,44751.00105,114135,153615.2,1538976,80160.5,523186.5134,490433.5075,365288,0,43823.5,564975,76243.9986,1662355.541,1432370.5,408458,2016367.5,732192,5557767.5,1354178,861172.5,11264711.2,871861.5,431932.5,6634815,6552,32125.5,19262028.6,4755124,11736474.32,471032,481922,18781054,133160.5,144504,92315,10956277.68,211956,133380,8882043.711,27977040,59307,96195,188088,201322.5,17232012,53476.25,3504389.94,5017920,18307980,2139384.5,51887,1313639.982,675741.5139,25412310.24,6757.5,114444,10312717.6,66069.5,2031168,0,920412.5,1636319.431,669974.5,39200,230351,990,0,2039430,7941347.841,287334,5414.9997,567196.5,6122025,279271,26136,301400,186515,4629991.636,6414470.5,5581472.844,7060294.596,811282.5152,1295224.5,699618,5784485.097,762809.4817,12434848,748569.5,36942.5,160398,335700,704130,1242603,1597264.459,23021375.51,3470239.934,22956863.28,42896,126087.0031,599136,16352650.31,1136919.966,5269893,12128022.24,66079,13713392.12,695604,1485452,30195.5,158275.0033,7614607.83,338657.0094,362557.9899,45984082.25,2248834,9842710.5,8188303,24488644,465429,3093815.974,9243073.169,2431914,65704252.23,2127804.102,6769231.5,45066,1885862.051,3452999.925,145060.5,983527.9818,1972443.2,89595,2814682.5,3505809.945,30044928.24,17488250.67,10126619.5,133889.0031,17704,30750,2975610,310183,0,138737.5,1067,1182816,1074384.529,17073023.69,0,147581,1669408.5,1448290.5,2478380,1282500,6305039.833,429802,885432,68218.5,4902646,11753511,0,1620601.458,19745413.79,2897029,41468.745,2867749.419,3167482.5,6028399.96,163907,39750,1097630,84087638.29,1095380.515,13986,2755455.916,377142.5,5845752,839803.5431,1711711.94,1864908.5,34297123.37,2308651.565,798544.5,36513.5,845823,3034256,30469131.31,9750333.701,3797773.601,11299449.1,163664,39957,25606,5228149.5
9/23/2016,1086800.00,4299040.40,11468082.89,2969236,1445759,44768293.84,204624,22913,181367.9967,723605.4,2133917.5,106673,243220.1877,954719.9856,286770,0,6560,777663,73642.49865,2216864.039,1356932.5,97411.6,827298.5,1599466,3969514.5,5338317,1388074,14957777.6,539400,167559,4499355,1494,20313,22528149.53,9259830,8146298.78,63246,690688,22550884.5,42750,152972,81405.5,8413712.943,74905,2027852.8,6034872,24580712.91,2226,9488,197047.5,344955,8778321,79134,2686169.977,3218909.877,40602091.5,1842097.953,42482,557100.0225,600609,19860837.5,34112.5,778,13522963.62,26383.5,2474831,1879.0001,855591,1389214,353017,25389,129664,4905,0,1066648,3519712.571,169690.4,5461.5,3375099,5056749.147,145037.5,8696,208152,11020.5,4128801,4738458,6335495.413,5123256,336687.5,935000,511014,5435762.409,537440.5132,4108387.5,3117870,121923,75600,141489,305244,1325808,1230942.668,25356897.46,1646581.438,19152066,28665,164440.004,284250.015,7606386,1054444.968,3259332.946,11288745.22,56245.5,14169182.74,526727,926187,14496,175227.9929,9973466.71,220522.5061,302506.4915,18525587.9,1674120,6753240,4950085,31754643,97527.49825,3344027.943,6915038,1597050,34029504,1532225,4547807,85004,2504561,2156407,3375,702649.987,1452624.5,0,1426920,963149.985,40581383.36,25758240.49,11119344,151868.9965,44100,0,2845065.928,1219400,0,5898,7752.5,1472016,1574271.021,9146178.5,0,122640,383110.2,1430328,9356252.5,1218990,4222059.944,237077,1010353.5,51808,2833884,16863559.47,0,1271973.968,13396425.81,1946472,25967.5,1661647.546,1565343,6713637.955,27110,3770,1086800,34416810,519112,9268,1116327,206283,4567369.5,315720.992,6254687.894,1892625,28492905.54,2305290.064,1564920,34080,269139,1843825,16204271.83,4178508.458,3188380.585,7353635.968,111240,26220,31644,2319382
9/26/2016,863460.03,4021739.61,9688638.388,1796223.034,579921,36631225.53,393748,4136,67837.4975,984836.5,1312047,93771,271284.993,863460.026,216648,31169.9994,69331.5,758784,141050,3925576.602,1295268,110200,568718.5,802263,1786522.5,1414128,550378.5,5764767.077,536367.5,480021.5,4900346,998,69659.5,66609594.19,5002117.5,7609528,201630,552406.5,14778149.7,86680,270298,668691,14364064.85,454818,2395990,7944066,18264301.2,232960,65291,87053.25,137375,12323220,33990.5,3050466,2834695.555,13136062.5,1439255.964,39626.5,615636.0084,759543,17208089.99,5344,1835,10687820.1,90200,2002000,6000,527800,1991497.473,223416,186806,213526,0,19660,1176100,6654569.797,355278.75,3668,672992.5,7239452.787,204039,7567,261924,8950,2552889.551,4109634,5252888,4085809.443,1366665.025,1019914,593932.5,4693534.92,873152.9781,3134336,1253120,176160,71082,205298.5,1179465,1547545.961,687970.0356,24803604.53,3224990,17055335,0,111677.4945,373012.5,12323470.24,1202643.037,3420863.942,10149288.04,107226,15752659,584416.5,386779.5,456,132467.5,7604421.831,138754.0039,178550.005,23954700,1567813.5,5935324.549,3203818,16794531.27,198324,4357820.963,12426179.77,1666692,24367372.92,1718779.5,3663202.5,172270,2604589.928,3114935.932,66345.5,635879.988,1820280,2652,1551141,647496,24625366.71,12402312.75,11532256,458056.5,0,0,3089910,189390,0,63597,2226,747608.5,3524482.453,7806183,0,281559,271611,1512188,7988526,969272.5,4542544.5,269040,787248,22400,3357858,10971613,9816,1535364.961,13878734.8,1989700,56212,1908696.054,1289196,5882424.039,9478,20860,863993,35241917.81,319031.9958,11228.5,1418938.956,129108,5517300,296437.5,9188732,1645215,29861559,6288677.822,499510,80017.5,196950,1853148,25839921.69,4068074.918,4365104.119,7142661.877,242505,117107.5,26070,2477706
9/27/2016,906651.00,4498934.19,7181333.583,1168650,759696,73296527.22,257077.5,0,108260.002,394953,1393266,105507,254826.0066,870553.4867,412037.5,185544.0036,1660,1118423,222999.0082,1761375,3056955,369534,745176,1857120,2421964.5,2345843.5,621290.75,14681303.8,357315,282906,3340417.5,21521.5,436852.5,38321403.94,4027628,11043564.85,101581.5,368187,32403465,77039.9982,1403032.5,417057,16078576.01,307543.5,1147901.2,15051931,14764619.55,24453,95432,377775,236737.5,8407356,98514,2968832.051,3531514.068,11069153.77,1646432.958,20464.5,749582.5103,496704.0104,26908364.25,83790,5776,10565238.9,36900,2740600,0,754400,1603886.5,199902.8,59247,127434,5931,0,781956,6548841.201,236495.5,34570.49905,1172360,11245213.5,267293,138880,211702.5,3580,3684784.037,3457350,2179392.908,5009472.07,724686.0135,1507880,1445850,4026135,515798.9872,4842072,3676080,110152.5,187461,241175,460672.5,1486124.963,903444,39735910.08,2070133.96,15347958,233550,63363.99845,316480.0086,7251629.718,2505919.924,2687208,13080490.55,94259,15704260,906651,379971.5,11400,153632,5148103.923,85824,318780,32659447.64,2375150,10785904.5,13883880,48798575.22,93823.0017,6940193.119,6504015.56,1980802.5,17115696,1893192.047,3750600,4819.5,1658384.047,2764272,26784,1095237,866495,24327,1732402,587852.9907,25392746.34,10744832,7557787.5,652800,11085,0,5477587.77,207183.85,7548,28556,66215.5,804496.5,1883251.525,11656099.11,11800,58828,211653,1482074,2220155,1442445,4925719.697,155194,551907.5,25475.9992,3686364,9386162.211,31570.5,1045043.527,7796424.113,2711515.5,112424,1467172.043,1516545,2814454.076,140972,60669,1242549,25360325,690310.5187,25270,1513932.047,133076,4383298,222410.0058,4324320,1853125,23383020.51,18616618.99,567840,3495,156366,1464387,30383428.71,4250637.044,5342249.649,15157688.07,150183,2534,17240,4603200
9/28/2016,948974.00,4832888.37,11121201.26,3940335,508267.5,41475979.94,479544,21818.5,415107,441670,1648941,43075.5,248412.0064,508060.0152,256710,46538.9991,6898.5,611852,261345,4739834.932,1844266.5,356022,1261870,1460800,4490262,3564405,540540,20433983.07,396358.4,843087,4911695.5,15655,228105,43106949,3405739,8478924.659,184368,392092,27263462.52,209842.4927,594348.3,228583,8038484.918,431151,560436.5,11532675,17964179.21,58188,73166.5,376612.5,71302.5,9526353,51408,3449350,6786917.5,5805348,1270750,29475,980290.4466,409937.5,11944081,5330,4464,7313485,29832,3572686,0,1120896,4714325.5,228360,103555.5,85918.5,11856,136498,1035405,6987227.213,197096,96141.99735,660416,11752896.84,183806,49231,166848,7518,2228343.022,9076810,4047160.112,4570706.564,896115.033,709320,405460,4271233.427,382601.9813,4727898,948974,272137.5,155016.5,138160,470160,1121439.056,1066851.5,54400398.89,3094627.441,13860064.22,20362.5,68714,354528,19217082,1248850.5,2681095.5,19042825.5,14868,24103541,3491019,382548,984,143819.994,6835135.693,274663.9924,471617.9867,54769892,2199960,6962917.5,9268587,65330517.1,175136,4325759.887,6669783.061,6381301.5,15225859.26,2397400.62,3928487.5,125670,5179231.857,3215511.035,675648,445872,1084954.5,209360,1463627,1836837.471,28566972,11805065.48,16404481.5,294610.507,48862,2316649,3096145,401212,654,111036,5360,849712.5,1976272.946,15660547,11798.0004,53747,149317,1343578,2353597.5,1499025,4156825.61,653764.5,541359.9,67483.50315,3145160,14849639.56,2421.9999,2284986,9008330.741,3058272,337902,887756.9493,1178028,4776000,18991,148995,2606310,29388496.62,357450.005,13090,1798837.972,77174,2380021.5,248067.0065,11127985.66,2264724,36649484.81,7642128,566772.5,5907.5,537248,1801578,23540730.5,2612862.027,2939033.917,12508964.89,203144,266539,25827.25,4239553.5
9/29/2016,878447.53,4491275.66,12980084,1246591.524,597043.7,40867605.03,295235,20210,122445,233936.2,2241846,116314,335187.5,616165.0187,3125000,23517,42640,483003,51841.49905,6438177.453,914550,368600,1081873.5,4237948.263,2561575,2882907,1235382.5,18358200,490896.5,280632,4502916.5,12120,70434,39150532.5,3313312,9327160,106639.5,652652,37810639.51,197110.0023,190425.6,163902,29834771.8,245086,358984.5,17455392.82,16403255,0,45670.5,364308.5,51902.5,9893100,43340.5,2726979.976,3344544,12436644.48,931884.0474,96528,622200.0085,279509.994,11458827,66052,1107,9858862.5,47071,5248664,3718,936258,1889842.599,1748279.5,69273,95714.5,105732,55160,735062.5,7787030,115290,110309.35,1403412.5,6104224.823,243936,3243,116714,2374383,3083389.969,11174410.5,1702575.024,3389952.641,534002,1642473,664333.5,3932338.865,670004.0167,4146275,1373173.5,136504,50375.5,196020,263513.5,1441026,689310,24332644.5,2130735.959,12840704.4,43312,232322.9889,244750.5137,16407402.81,1514652.045,2865021.097,12626723.65,48099.15,12502073.66,524824.5,549980,46158,45704.49905,3676272.055,194832,208895.4,13070393.93,1257899,4558679.924,21148064,51628675,35333.99935,3551308.938,5739900.159,2244480,10880964.38,1837209.454,4453596,29150,3020662.418,2244136.025,734502,709529.9866,873683,91945,1974560,1004729.984,58692140.52,16203200,16390465,153187.4925,33217.49925,20508,3815549.909,180793.25,218,10206,0,898222,1366751.982,11998139.89,46840.0012,4509,178472.15,673827,3454857.5,1403878,4679375.875,232125,842296,76332.0012,3230784,25897437.77,17072.99965,680409,9316020.135,1857440,61639,878447.5253,1640106,5792923.539,36585,82445,2247182,27005265.29,107400.0045,11033,1778844.027,86216,3364974,393907.5,5696004.827,1766975,34030012.5,2350961.937,537196.5,4498,227927.5,2326422,21206598.23,3383890.5,3392422.596,6037704.919,330165,6992,130355,5820778
9/30/2016,1364136.00,5237244.01,7647664.086,2001870.038,766381,27836068.73,154125,0,246336.9955,417002.8,4397574,83603.5,335490.25,990432,770890,36750,8225,1108225.5,225417.9959,5789996.828,1164270.4,267615,2508572.5,2744279.915,2878416,2197542,1107806,19308974.32,450585,296298,5352900,182178,30105,41779392,7624484.5,11701894.37,152070,258382.75,40279143,171819.998,173888,232803.5,28656657.31,688607.5,1038082.5,7037037.132,27784889.62,52663.5,22012.5,312970,261927,8366628,115401,3220678.472,5231625,8179504.825,1910219.575,18315,1018252,1296392.5,18041913,20175,0,10673402.5,82521,6057556.5,0,1394406,2567712.067,2369895,24518,138528,13902,10890,1809049,4509840.046,981487,18199.9995,871230.5,6129656.177,406870,29727.5,388078.5,33286,6069664,11820945,3604194.15,7192487.5,1364136,1129428,1504448,5305797.41,817467,3787560,4447652,45195.5,120862,181587.5,756857.5,2206766.945,928211.5241,25432147,2752032.105,17539282.45,224930,271867.5129,656642,24432903,5253830.156,4959858,12831248.2,289726.5,19905182.64,1497951,655003.5,99145,203617.5,6791697.307,188291.9948,337105.45,25460629.58,2761936,5510505.046,7807250,42205017.17,213367,8554079.849,8899314.834,2366449,13802975,2210061.055,3980156,13400,3274830,5634560.062,176748,4991908.5,1015688.5,139040,2554304,1947192.591,121916948.6,16798759.68,13214282,292465,35472,1025,4710454,450080,0,2505,19251,1024336,2682938.925,15010800.14,0,3006,83074.5,3379387.5,3343099.5,1138039.5,6746880.319,398125,1429180.5,3092,3583992.5,10901133.5,0,2676416,8442700.245,2723395,25202.3,2423592.5,3233655,11082627.07,36639,342362.5,1920569,32272906.17,818109.9885,7221.5,1678792.526,213180,3099318,454372,2450972.924,1864746,36901920.57,4927127.266,762346.5,8637.5,139807.5,3521032,26128495.15,5960626.124,4632381.869,8498657.387,231492,8636.5,90663.5,2875314
10/3/2016,928872.00,4535180.40,9210487.292,934740,739659.5,25238751.84,294036,8076.0002,89430,492457.5,2480310,68625,360335,665840,265590,59409,3954,433427,90403.49835,6838669.428,694837,703514,5420660,862840,3085131.5,821619.5,519129,10697311.2,1526437.5,715045.5,6676272,144480,11090,65493601.1,4770036,20970453.86,30945.6,421498,42763031.08,158637.5,49917.5,206624,8353350.171,1489450.5,282206,12735420,22020164.3,107472,7462,191999.45,67840,4563819,86691,3345734.413,5459590.5,6066852,990359.9738,97242.5,985569.9866,974490.9785,14840876.28,139152,4855.5,12746044.88,44392,3323280,0,1123061.5,1572064.042,660192,24435,269581.5,0,2944.5,966576,2728423.528,706463.5,103483.4972,351000,4863538.14,80173.5,7630,169540,107201.5,3236603.968,6262992,1666956.477,5411525,1021784,793637.5,459885,7224627.879,500200,2545156,1679672.5,30500,5488434,202086,275224.5,3075696,1735246.545,37634779,2116344,16611979.48,15026,64799.9985,273825,7980350.151,741012.9558,2603039.956,10643825.54,260311.4,18178247.84,518400,592249,111254,627889.5,5750063.912,140907,355848.85,76402933.46,1678754,5543265.091,5015722.5,31932853.5,168207.5,4278645.038,8910948.5,1826587.5,15428960.73,2704812,6125773.5,177166.5,2197029.059,6874972.725,330357.5,643200.012,924049,10624,1086906,965644.9849,41243019.63,15184274.71,10115145,141300,0,0,7551569.827,109056,922,137423,16072.5,675403.5,1629237.5,10355930.19,0,30155.5,155295,6530258,1227970.5,1037464,4335407.883,167710,1058184,3093,2042698,7320397.574,34089.9993,2072299.5,10997264.68,943020,8106,1770677.951,4494750,5679723.386,29810,124450.5,928872,20010975,445977.0063,71504,1561042,182820,4310221,303567.5,3886080.618,1326382.5,23329357.36,1705220,315090,20443.5,45101,971091,37940764.92,4863753.051,4390649.876,8146575,69478.5,57117,84168,2576739
